dataset,row_index,column,value,value_dtype,match_type
desc_df,2313,match_type,numeric_contains_67,str,text_contains_67
desc_df,2314,match_type,numeric_contains_67,str,text_contains_67
desc_df,2315,match_type,numeric_contains_67,str,text_contains_67
desc_df,2316,match_type,numeric_contains_67,str,text_contains_67
desc_df,2317,match_type,numeric_contains_67,str,text_contains_67
desc_df,2318,match_type,numeric_contains_67,str,text_contains_67
desc_df,2319,match_type,numeric_contains_67,str,text_contains_67
desc_df,2320,match_type,numeric_contains_67,str,text_contains_67
desc_df,2321,match_type,numeric_contains_67,str,text_contains_67
desc_df,2322,match_type,numeric_contains_67,str,text_contains_67
desc_df,2323,match_type,numeric_contains_67,str,text_contains_67
desc_df,2324,match_type,numeric_contains_67,str,text_contains_67
desc_df,2325,match_type,numeric_contains_67,str,text_contains_67
desc_df,2326,match_type,numeric_contains_67,str,text_contains_67
desc_df,2327,match_type,numeric_contains_67,str,text_contains_67
desc_df,2328,match_type,numeric_contains_67,str,text_contains_67
desc_df,2329,match_type,numeric_contains_67,str,text_contains_67
desc_df,2330,match_type,numeric_contains_67,str,text_contains_67
desc_df,2331,match_type,numeric_contains_67,str,text_contains_67
desc_df,2332,match_type,numeric_contains_67,str,text_contains_67
desc_df,2333,match_type,numeric_contains_67,str,text_contains_67
desc_df,2334,match_type,numeric_contains_67,str,text_contains_67
desc_df,2335,match_type,numeric_contains_67,str,text_contains_67
desc_df,2336,match_type,numeric_contains_67,str,text_contains_67
desc_df,2337,match_type,numeric_contains_67,str,text_contains_67
desc_df,2338,match_type,numeric_contains_67,str,text_contains_67
desc_df,2339,match_type,numeric_contains_67,str,text_contains_67
desc_df,2340,match_type,numeric_contains_67,str,text_contains_67
desc_df,2341,match_type,numeric_contains_67,str,text_contains_67
desc_df,2342,match_type,numeric_contains_67,str,text_contains_67
desc_df,2343,match_type,numeric_contains_67,str,text_contains_67
desc_df,2344,match_type,numeric_contains_67,str,text_contains_67
desc_df,2345,match_type,numeric_contains_67,str,text_contains_67
desc_df,2346,match_type,numeric_contains_67,str,text_contains_67
desc_df,2347,match_type,numeric_contains_67,str,text_contains_67
desc_df,2348,match_type,numeric_contains_67,str,text_contains_67
desc_df,2349,match_type,numeric_contains_67,str,text_contains_67
desc_df,2350,match_type,numeric_contains_67,str,text_contains_67
desc_df,2351,match_type,numeric_contains_67,str,text_contains_67
desc_df,2352,match_type,numeric_contains_67,str,text_contains_67
desc_df,2353,match_type,numeric_contains_67,str,text_contains_67
desc_df,2354,match_type,text_contains_67,str,text_contains_67
desc_df,2355,match_type,text_contains_67,str,text_contains_67
desc_df,2356,match_type,numeric_contains_67,str,text_contains_67
desc_df,2357,match_type,numeric_contains_67,str,text_contains_67
desc_df,2358,match_type,numeric_contains_67,str,text_contains_67
desc_df,2359,match_type,numeric_contains_67,str,text_contains_67
desc_df,2360,match_type,numeric_contains_67,str,text_contains_67
desc_df,2361,match_type,numeric_contains_67,str,text_contains_67
desc_df,2362,match_type,numeric_contains_67,str,text_contains_67
desc_df,2363,match_type,numeric_contains_67,str,text_contains_67
desc_df,2364,match_type,text_contains_67,str,text_contains_67
desc_df,2365,match_type,numeric_contains_67,str,text_contains_67
desc_df,2366,match_type,numeric_contains_67,str,text_contains_67
desc_df,2367,match_type,numeric_contains_67,str,text_contains_67
desc_df,2368,match_type,numeric_contains_67,str,text_contains_67
desc_df,2369,match_type,numeric_contains_67,str,text_contains_67
desc_df,2370,match_type,numeric_contains_67,str,text_contains_67
desc_df,2371,match_type,numeric_contains_67,str,text_contains_67
desc_df,2372,match_type,numeric_contains_67,str,text_contains_67
desc_df,2373,match_type,numeric_contains_67,str,text_contains_67
desc_df,2374,match_type,numeric_contains_67,str,text_contains_67
desc_df,2375,match_type,numeric_contains_67,str,text_contains_67
desc_df,2376,match_type,numeric_contains_67,str,text_contains_67
desc_df,2377,match_type,numeric_contains_67,str,text_contains_67
desc_df,2378,match_type,numeric_contains_67,str,text_contains_67
desc_df,2379,match_type,numeric_contains_67,str,text_contains_67
desc_df,2380,match_type,numeric_contains_67,str,text_contains_67
desc_df,2381,match_type,numeric_contains_67,str,text_contains_67
desc_df,2382,match_type,numeric_contains_67,str,text_contains_67
desc_df,2383,match_type,numeric_contains_67,str,text_contains_67
desc_df,2384,match_type,numeric_contains_67,str,text_contains_67
desc_df,2385,match_type,numeric_contains_67,str,text_contains_67
desc_df,2386,match_type,numeric_contains_67,str,text_contains_67
desc_df,2387,match_type,numeric_contains_67,str,text_contains_67
desc_df,2388,match_type,numeric_contains_67,str,text_contains_67
desc_df,2389,match_type,numeric_contains_67,str,text_contains_67
desc_df,2390,match_type,numeric_contains_67,str,text_contains_67
desc_df,2391,match_type,numeric_contains_67,str,text_contains_67
desc_df,2392,match_type,numeric_contains_67,str,text_contains_67
desc_df,2393,match_type,numeric_contains_67,str,text_contains_67
desc_df,2394,match_type,numeric_contains_67,str,text_contains_67
desc_df,2395,match_type,numeric_contains_67,str,text_contains_67
desc_df,2396,match_type,numeric_contains_67,str,text_contains_67
desc_df,2397,match_type,numeric_contains_67,str,text_contains_67
desc_df,2398,match_type,numeric_contains_67,str,text_contains_67
desc_df,2399,match_type,numeric_contains_67,str,text_contains_67
desc_df,2400,match_type,numeric_contains_67,str,text_contains_67
desc_df,2401,match_type,numeric_contains_67,str,text_contains_67
desc_df,2402,match_type,numeric_contains_67,str,text_contains_67
desc_df,2403,match_type,numeric_contains_67,str,text_contains_67
desc_df,2404,match_type,numeric_contains_67,str,text_contains_67
desc_df,2405,match_type,numeric_contains_67,str,text_contains_67
desc_df,2406,match_type,numeric_contains_67,str,text_contains_67
desc_df,2407,match_type,numeric_contains_67,str,text_contains_67
desc_df,2408,match_type,numeric_contains_67,str,text_contains_67
desc_df,2409,match_type,numeric_contains_67,str,text_contains_67
desc_df,2410,match_type,numeric_contains_67,str,text_contains_67
desc_df,2411,match_type,numeric_contains_67,str,text_contains_67
desc_df,2412,match_type,numeric_contains_67,str,text_contains_67
desc_df,2413,match_type,numeric_contains_67,str,text_contains_67
desc_df,2414,match_type,numeric_contains_67,str,text_contains_67
desc_df,2415,match_type,numeric_contains_67,str,text_contains_67
desc_df,2416,match_type,numeric_contains_67,str,text_contains_67
desc_df,2417,match_type,numeric_contains_67,str,text_contains_67
desc_df,2418,match_type,numeric_contains_67,str,text_contains_67
desc_df,2419,match_type,numeric_contains_67,str,text_contains_67
desc_df,2420,match_type,numeric_contains_67,str,text_contains_67
desc_df,2421,match_type,numeric_contains_67,str,text_contains_67
desc_df,2422,match_type,numeric_contains_67,str,text_contains_67
desc_df,2423,match_type,numeric_contains_67,str,text_contains_67
desc_df,2424,match_type,numeric_contains_67,str,text_contains_67
desc_df,2425,match_type,numeric_contains_67,str,text_contains_67
desc_df,2426,match_type,numeric_contains_67,str,text_contains_67
desc_df,2427,match_type,numeric_contains_67,str,text_contains_67
desc_df,2428,match_type,numeric_contains_67,str,text_contains_67
desc_df,2429,match_type,numeric_contains_67,str,text_contains_67
desc_df,2430,match_type,numeric_contains_67,str,text_contains_67
desc_df,2431,match_type,numeric_contains_67,str,text_contains_67
desc_df,2432,match_type,numeric_contains_67,str,text_contains_67
desc_df,2433,match_type,numeric_contains_67,str,text_contains_67
desc_df,2434,match_type,numeric_contains_67,str,text_contains_67
desc_df,2435,match_type,numeric_contains_67,str,text_contains_67
desc_df,2436,match_type,numeric_contains_67,str,text_contains_67
desc_df,2437,match_type,numeric_contains_67,str,text_contains_67
desc_df,2438,match_type,numeric_contains_67,str,text_contains_67
desc_df,2439,match_type,numeric_contains_67,str,text_contains_67
desc_df,2440,match_type,numeric_contains_67,str,text_contains_67
desc_df,2441,match_type,numeric_contains_67,str,text_contains_67
desc_df,2442,match_type,numeric_contains_67,str,text_contains_67
desc_df,2443,match_type,numeric_contains_67,str,text_contains_67
desc_df,2444,match_type,numeric_contains_67,str,text_contains_67
desc_df,2445,match_type,numeric_contains_67,str,text_contains_67
desc_df,2446,match_type,numeric_contains_67,str,text_contains_67
desc_df,2447,match_type,numeric_contains_67,str,text_contains_67
desc_df,2448,match_type,numeric_contains_67,str,text_contains_67
desc_df,2449,match_type,numeric_contains_67,str,text_contains_67
desc_df,2450,match_type,numeric_contains_67,str,text_contains_67
desc_df,2451,match_type,numeric_contains_67,str,text_contains_67
desc_df,2452,match_type,numeric_contains_67,str,text_contains_67
desc_df,2453,match_type,numeric_contains_67,str,text_contains_67
desc_df,2454,match_type,numeric_contains_67,str,text_contains_67
desc_df,2455,match_type,numeric_contains_67,str,text_contains_67
desc_df,2456,match_type,numeric_contains_67,str,text_contains_67
desc_df,2457,match_type,numeric_contains_67,str,text_contains_67
desc_df,2458,match_type,numeric_contains_67,str,text_contains_67
desc_df,2459,match_type,numeric_contains_67,str,text_contains_67
desc_df,2460,match_type,numeric_contains_67,str,text_contains_67
desc_df,2461,match_type,numeric_contains_67,str,text_contains_67
desc_df,2462,match_type,numeric_contains_67,str,text_contains_67
desc_df,2463,match_type,numeric_contains_67,str,text_contains_67
desc_df,2464,match_type,numeric_contains_67,str,text_contains_67
desc_df,2465,match_type,numeric_contains_67,str,text_contains_67
desc_df,2466,match_type,numeric_contains_67,str,text_contains_67
desc_df,2467,match_type,numeric_contains_67,str,text_contains_67
desc_df,2468,match_type,numeric_contains_67,str,text_contains_67
desc_df,2469,match_type,numeric_contains_67,str,text_contains_67
desc_df,2470,match_type,numeric_contains_67,str,text_contains_67
desc_df,2471,match_type,numeric_contains_67,str,text_contains_67
desc_df,2472,match_type,numeric_contains_67,str,text_contains_67
desc_df,2473,match_type,numeric_contains_67,str,text_contains_67
desc_df,2474,match_type,numeric_contains_67,str,text_contains_67
desc_df,2475,match_type,numeric_contains_67,str,text_contains_67
desc_df,2476,match_type,numeric_contains_67,str,text_contains_67
desc_df,2477,match_type,numeric_contains_67,str,text_contains_67
desc_df,2478,match_type,numeric_contains_67,str,text_contains_67
desc_df,2479,match_type,numeric_contains_67,str,text_contains_67
desc_df,2480,match_type,numeric_contains_67,str,text_contains_67
desc_df,2481,match_type,numeric_contains_67,str,text_contains_67
desc_df,2482,match_type,numeric_contains_67,str,text_contains_67
desc_df,2483,match_type,numeric_contains_67,str,text_contains_67
desc_df,2484,match_type,numeric_contains_67,str,text_contains_67
desc_df,2485,match_type,numeric_contains_67,str,text_contains_67
desc_df,2486,match_type,numeric_contains_67,str,text_contains_67
desc_df,2487,match_type,numeric_contains_67,str,text_contains_67
desc_df,2488,match_type,numeric_contains_67,str,text_contains_67
desc_df,2489,match_type,numeric_contains_67,str,text_contains_67
desc_df,2490,match_type,numeric_contains_67,str,text_contains_67
desc_df,2491,match_type,numeric_contains_67,str,text_contains_67
desc_df,2492,match_type,numeric_contains_67,str,text_contains_67
desc_df,2493,match_type,numeric_contains_67,str,text_contains_67
desc_df,2494,match_type,numeric_contains_67,str,text_contains_67
desc_df,2495,match_type,numeric_contains_67,str,text_contains_67
desc_df,2496,match_type,numeric_contains_67,str,text_contains_67
desc_df,2497,match_type,numeric_contains_67,str,text_contains_67
desc_df,2498,match_type,numeric_contains_67,str,text_contains_67
desc_df,2499,match_type,numeric_contains_67,str,text_contains_67
desc_df,2500,match_type,numeric_contains_67,str,text_contains_67
desc_df,2501,match_type,numeric_contains_67,str,text_contains_67
desc_df,2502,match_type,numeric_contains_67,str,text_contains_67
desc_df,2503,match_type,numeric_contains_67,str,text_contains_67
desc_df,2504,match_type,numeric_contains_67,str,text_contains_67
desc_df,2505,match_type,numeric_contains_67,str,text_contains_67
desc_df,2506,match_type,numeric_contains_67,str,text_contains_67
desc_df,2507,match_type,numeric_contains_67,str,text_contains_67
desc_df,2508,match_type,numeric_contains_67,str,text_contains_67
desc_df,2509,match_type,numeric_contains_67,str,text_contains_67
desc_df,2510,match_type,numeric_contains_67,str,text_contains_67
desc_df,2511,match_type,numeric_contains_67,str,text_contains_67
desc_df,2512,match_type,numeric_contains_67,str,text_contains_67
desc_df,2513,match_type,numeric_contains_67,str,text_contains_67
desc_df,2514,match_type,numeric_contains_67,str,text_contains_67
desc_df,2515,match_type,numeric_contains_67,str,text_contains_67
desc_df,2516,match_type,numeric_contains_67,str,text_contains_67
desc_df,2517,match_type,numeric_contains_67,str,text_contains_67
desc_df,2518,match_type,numeric_contains_67,str,text_contains_67
desc_df,2519,match_type,numeric_contains_67,str,text_contains_67
desc_df,2520,match_type,numeric_contains_67,str,text_contains_67
desc_df,2521,match_type,numeric_contains_67,str,text_contains_67
desc_df,2522,match_type,numeric_contains_67,str,text_contains_67
desc_df,2523,match_type,numeric_contains_67,str,text_contains_67
desc_df,2524,match_type,numeric_contains_67,str,text_contains_67
desc_df,2525,match_type,numeric_contains_67,str,text_contains_67
desc_df,2526,match_type,numeric_contains_67,str,text_contains_67
desc_df,2527,match_type,numeric_contains_67,str,text_contains_67
desc_df,2528,match_type,numeric_contains_67,str,text_contains_67
desc_df,2529,match_type,numeric_contains_67,str,text_contains_67
desc_df,2530,match_type,numeric_contains_67,str,text_contains_67
desc_df,2531,match_type,numeric_contains_67,str,text_contains_67
desc_df,2532,match_type,numeric_contains_67,str,text_contains_67
desc_df,2533,match_type,numeric_contains_67,str,text_contains_67
desc_df,2534,match_type,numeric_contains_67,str,text_contains_67
desc_df,2535,match_type,numeric_contains_67,str,text_contains_67
desc_df,2536,match_type,numeric_contains_67,str,text_contains_67
desc_df,2537,match_type,numeric_contains_67,str,text_contains_67
desc_df,2538,match_type,numeric_contains_67,str,text_contains_67
desc_df,2539,match_type,numeric_contains_67,str,text_contains_67
desc_df,2540,match_type,numeric_contains_67,str,text_contains_67
desc_df,2541,match_type,numeric_contains_67,str,text_contains_67
desc_df,2542,match_type,numeric_contains_67,str,text_contains_67
desc_df,2543,match_type,numeric_contains_67,str,text_contains_67
desc_df,2544,match_type,numeric_contains_67,str,text_contains_67
desc_df,2545,match_type,numeric_contains_67,str,text_contains_67
desc_df,2546,match_type,numeric_contains_67,str,text_contains_67
desc_df,2547,match_type,numeric_contains_67,str,text_contains_67
desc_df,2548,match_type,numeric_contains_67,str,text_contains_67
desc_df,2549,match_type,numeric_contains_67,str,text_contains_67
desc_df,2550,match_type,numeric_contains_67,str,text_contains_67
desc_df,2551,match_type,numeric_contains_67,str,text_contains_67
desc_df,2552,match_type,numeric_contains_67,str,text_contains_67
desc_df,2553,match_type,numeric_contains_67,str,text_contains_67
desc_df,2554,match_type,numeric_contains_67,str,text_contains_67
desc_df,2555,match_type,numeric_contains_67,str,text_contains_67
desc_df,2556,match_type,numeric_contains_67,str,text_contains_67
desc_df,2557,match_type,numeric_contains_67,str,text_contains_67
desc_df,2558,match_type,numeric_contains_67,str,text_contains_67
desc_df,2559,match_type,numeric_contains_67,str,text_contains_67
desc_df,2560,match_type,numeric_contains_67,str,text_contains_67
desc_df,2561,match_type,numeric_contains_67,str,text_contains_67
desc_df,2562,match_type,numeric_contains_67,str,text_contains_67
desc_df,2563,match_type,numeric_contains_67,str,text_contains_67
desc_df,2564,match_type,numeric_contains_67,str,text_contains_67
desc_df,2565,match_type,numeric_contains_67,str,text_contains_67
desc_df,2566,match_type,numeric_contains_67,str,text_contains_67
desc_df,2567,match_type,numeric_contains_67,str,text_contains_67
desc_df,2568,match_type,numeric_contains_67,str,text_contains_67
desc_df,2569,match_type,numeric_contains_67,str,text_contains_67
desc_df,2570,match_type,numeric_contains_67,str,text_contains_67
desc_df,2571,match_type,numeric_contains_67,str,text_contains_67
desc_df,2572,match_type,numeric_contains_67,str,text_contains_67
desc_df,2573,match_type,numeric_contains_67,str,text_contains_67
desc_df,2574,match_type,numeric_contains_67,str,text_contains_67
desc_df,2575,match_type,numeric_contains_67,str,text_contains_67
desc_df,2576,match_type,numeric_contains_67,str,text_contains_67
desc_df,2577,match_type,numeric_contains_67,str,text_contains_67
desc_df,2578,match_type,numeric_contains_67,str,text_contains_67
desc_df,2579,match_type,numeric_contains_67,str,text_contains_67
desc_df,2580,match_type,numeric_contains_67,str,text_contains_67
desc_df,2581,match_type,numeric_contains_67,str,text_contains_67
desc_df,2582,match_type,numeric_contains_67,str,text_contains_67
desc_df,2583,match_type,numeric_contains_67,str,text_contains_67
desc_df,2584,match_type,numeric_contains_67,str,text_contains_67
desc_df,2585,match_type,numeric_contains_67,str,text_contains_67
desc_df,2586,match_type,numeric_contains_67,str,text_contains_67
desc_df,2587,match_type,numeric_contains_67,str,text_contains_67
desc_df,2588,match_type,numeric_contains_67,str,text_contains_67
desc_df,2589,match_type,numeric_contains_67,str,text_contains_67
desc_df,2590,match_type,numeric_contains_67,str,text_contains_67
desc_df,2591,match_type,numeric_contains_67,str,text_contains_67
desc_df,2592,match_type,numeric_contains_67,str,text_contains_67
desc_df,2593,match_type,numeric_contains_67,str,text_contains_67
desc_df,2594,match_type,numeric_contains_67,str,text_contains_67
desc_df,2595,match_type,numeric_contains_67,str,text_contains_67
desc_df,2596,match_type,numeric_contains_67,str,text_contains_67
desc_df,2597,match_type,numeric_contains_67,str,text_contains_67
desc_df,2598,match_type,numeric_contains_67,str,text_contains_67
desc_df,2599,match_type,numeric_contains_67,str,text_contains_67
desc_df,2600,match_type,numeric_contains_67,str,text_contains_67
desc_df,2601,match_type,numeric_contains_67,str,text_contains_67
desc_df,2602,match_type,numeric_contains_67,str,text_contains_67
desc_df,2603,match_type,numeric_contains_67,str,text_contains_67
desc_df,2604,match_type,numeric_contains_67,str,text_contains_67
desc_df,2605,match_type,numeric_contains_67,str,text_contains_67
desc_df,2606,match_type,numeric_contains_67,str,text_contains_67
desc_df,2607,match_type,numeric_contains_67,str,text_contains_67
desc_df,2608,match_type,numeric_contains_67,str,text_contains_67
desc_df,2609,match_type,numeric_contains_67,str,text_contains_67
desc_df,2610,match_type,numeric_contains_67,str,text_contains_67
desc_df,2611,match_type,numeric_contains_67,str,text_contains_67
desc_df,2612,match_type,numeric_contains_67,str,text_contains_67
desc_df,2613,match_type,numeric_contains_67,str,text_contains_67
desc_df,2614,match_type,numeric_contains_67,str,text_contains_67
desc_df,2615,match_type,numeric_contains_67,str,text_contains_67
desc_df,2616,match_type,numeric_contains_67,str,text_contains_67
desc_df,2617,match_type,numeric_contains_67,str,text_contains_67
desc_df,2618,match_type,numeric_contains_67,str,text_contains_67
desc_df,2619,match_type,numeric_contains_67,str,text_contains_67
desc_df,2620,match_type,numeric_contains_67,str,text_contains_67
desc_df,2621,match_type,numeric_contains_67,str,text_contains_67
desc_df,2622,match_type,numeric_contains_67,str,text_contains_67
desc_df,2623,match_type,numeric_contains_67,str,text_contains_67
desc_df,2624,match_type,numeric_contains_67,str,text_contains_67
desc_df,2625,match_type,numeric_contains_67,str,text_contains_67
desc_df,2626,match_type,numeric_contains_67,str,text_contains_67
desc_df,2627,match_type,numeric_contains_67,str,text_contains_67
desc_df,2628,match_type,numeric_contains_67,str,text_contains_67
desc_df,2629,match_type,numeric_contains_67,str,text_contains_67
desc_df,2630,match_type,numeric_contains_67,str,text_contains_67
desc_df,2631,match_type,numeric_contains_67,str,text_contains_67
desc_df,2632,match_type,numeric_contains_67,str,text_contains_67
desc_df,2633,match_type,numeric_contains_67,str,text_contains_67
desc_df,2634,match_type,numeric_contains_67,str,text_contains_67
desc_df,2635,match_type,numeric_contains_67,str,text_contains_67
desc_df,2636,match_type,numeric_contains_67,str,text_contains_67
desc_df,2637,match_type,numeric_contains_67,str,text_contains_67
desc_df,2638,match_type,numeric_contains_67,str,text_contains_67
desc_df,2639,match_type,numeric_contains_67,str,text_contains_67
desc_df,2640,match_type,numeric_contains_67,str,text_contains_67
desc_df,2641,match_type,numeric_contains_67,str,text_contains_67
desc_df,2642,match_type,numeric_contains_67,str,text_contains_67
desc_df,2643,match_type,numeric_contains_67,str,text_contains_67
desc_df,2644,match_type,numeric_contains_67,str,text_contains_67
desc_df,2645,match_type,numeric_contains_67,str,text_contains_67
desc_df,2646,match_type,numeric_contains_67,str,text_contains_67
desc_df,2647,match_type,numeric_contains_67,str,text_contains_67
desc_df,2648,match_type,numeric_contains_67,str,text_contains_67
desc_df,2649,match_type,numeric_contains_67,str,text_contains_67
desc_df,2650,match_type,numeric_contains_67,str,text_contains_67
desc_df,2651,match_type,numeric_contains_67,str,text_contains_67
desc_df,2652,match_type,numeric_contains_67,str,text_contains_67
desc_df,2653,match_type,numeric_contains_67,str,text_contains_67
desc_df,2654,match_type,numeric_contains_67,str,text_contains_67
desc_df,2655,match_type,numeric_contains_67,str,text_contains_67
desc_df,2656,match_type,numeric_contains_67,str,text_contains_67
desc_df,2657,match_type,numeric_contains_67,str,text_contains_67
desc_df,2658,match_type,numeric_contains_67,str,text_contains_67
desc_df,2659,match_type,numeric_contains_67,str,text_contains_67
desc_df,2660,match_type,numeric_contains_67,str,text_contains_67
desc_df,2661,match_type,numeric_contains_67,str,text_contains_67
desc_df,2662,match_type,numeric_contains_67,str,text_contains_67
desc_df,2663,match_type,numeric_contains_67,str,text_contains_67
desc_df,2664,match_type,numeric_contains_67,str,text_contains_67
desc_df,2665,match_type,numeric_contains_67,str,text_contains_67
desc_df,2666,match_type,numeric_contains_67,str,text_contains_67
desc_df,2667,match_type,numeric_contains_67,str,text_contains_67
desc_df,2668,match_type,numeric_contains_67,str,text_contains_67
desc_df,2669,match_type,numeric_contains_67,str,text_contains_67
desc_df,2670,match_type,numeric_contains_67,str,text_contains_67
desc_df,2671,match_type,numeric_contains_67,str,text_contains_67
desc_df,2672,match_type,numeric_contains_67,str,text_contains_67
desc_df,2673,match_type,text_contains_67,str,text_contains_67
desc_df,2674,match_type,text_contains_67,str,text_contains_67
desc_df,2675,match_type,text_contains_67,str,text_contains_67
desc_df,2676,match_type,text_contains_67,str,text_contains_67
desc_df,2677,match_type,text_contains_67,str,text_contains_67
desc_df,2678,match_type,text_contains_67,str,text_contains_67
desc_df,2679,match_type,text_contains_67,str,text_contains_67
desc_df,2680,match_type,text_contains_67,str,text_contains_67
desc_df,2681,match_type,text_contains_67,str,text_contains_67
desc_df,2682,match_type,text_contains_67,str,text_contains_67
desc_df,2683,match_type,text_contains_67,str,text_contains_67
desc_df,2684,match_type,text_contains_67,str,text_contains_67
desc_df,2685,match_type,text_contains_67,str,text_contains_67
desc_df,2686,match_type,text_contains_67,str,text_contains_67
desc_df,2687,match_type,text_contains_67,str,text_contains_67
desc_df,2688,match_type,text_contains_67,str,text_contains_67
desc_df,2689,match_type,text_contains_67,str,text_contains_67
desc_df,2690,match_type,text_contains_67,str,text_contains_67
desc_df,2691,match_type,text_contains_67,str,text_contains_67
desc_df,2692,match_type,text_contains_67,str,text_contains_67
desc_df,2693,match_type,text_contains_67,str,text_contains_67
desc_df,2694,match_type,text_contains_67,str,text_contains_67
desc_df,2695,match_type,text_contains_67,str,text_contains_67
desc_df,2696,match_type,text_contains_67,str,text_contains_67
desc_df,2697,match_type,text_contains_67,str,text_contains_67
desc_df,2698,match_type,text_contains_67,str,text_contains_67
desc_df,2699,match_type,text_contains_67,str,text_contains_67
desc_df,2700,match_type,text_contains_67,str,text_contains_67
desc_df,2701,match_type,text_contains_67,str,text_contains_67
desc_df,2702,match_type,text_contains_67,str,text_contains_67
desc_df,2703,match_type,text_contains_67,str,text_contains_67
desc_df,2704,match_type,text_contains_67,str,text_contains_67
desc_df,2705,match_type,text_contains_67,str,text_contains_67
desc_df,2706,match_type,text_contains_67,str,text_contains_67
desc_df,2707,match_type,text_contains_67,str,text_contains_67
desc_df,2708,match_type,text_contains_67,str,text_contains_67
desc_df,2709,match_type,text_contains_67,str,text_contains_67
desc_df,2710,match_type,text_contains_67,str,text_contains_67
desc_df,2711,match_type,numeric_contains_67,str,text_contains_67
desc_df,2712,match_type,numeric_contains_67,str,text_contains_67
desc_df,2713,match_type,numeric_contains_67,str,text_contains_67
desc_df,2714,match_type,numeric_contains_67,str,text_contains_67
desc_df,2715,match_type,numeric_contains_67,str,text_contains_67
desc_df,2716,match_type,numeric_contains_67,str,text_contains_67
desc_df,2717,match_type,numeric_contains_67,str,text_contains_67
desc_df,2718,match_type,numeric_contains_67,str,text_contains_67
desc_df,2719,match_type,numeric_contains_67,str,text_contains_67
desc_df,2720,match_type,numeric_contains_67,str,text_contains_67
desc_df,2721,match_type,numeric_contains_67,str,text_contains_67
desc_df,2722,match_type,numeric_contains_67,str,text_contains_67
desc_df,2723,match_type,numeric_contains_67,str,text_contains_67
desc_df,2724,match_type,numeric_contains_67,str,text_contains_67
desc_df,2725,match_type,numeric_contains_67,str,text_contains_67
desc_df,2726,match_type,text_contains_67,str,text_contains_67
desc_df,2727,match_type,text_contains_67,str,text_contains_67
desc_df,2728,match_type,text_contains_67,str,text_contains_67
desc_df,2729,match_type,text_contains_67,str,text_contains_67
desc_df,2730,match_type,text_contains_67,str,text_contains_67
desc_df,2731,match_type,numeric_contains_67,str,text_contains_67
desc_df,2732,match_type,numeric_contains_67,str,text_contains_67
desc_df,2733,match_type,numeric_contains_67,str,text_contains_67
desc_df,2734,match_type,numeric_contains_67,str,text_contains_67
desc_df,2735,match_type,numeric_contains_67,str,text_contains_67
desc_df,2736,match_type,text_contains_67,str,text_contains_67
desc_df,2737,match_type,text_contains_67,str,text_contains_67
desc_df,2738,match_type,text_contains_67,str,text_contains_67
desc_df,2739,match_type,text_contains_67,str,text_contains_67
desc_df,2740,match_type,text_contains_67,str,text_contains_67
desc_df,2741,match_type,numeric_contains_67,str,text_contains_67
desc_df,2742,match_type,numeric_contains_67,str,text_contains_67
desc_df,2743,match_type,numeric_contains_67,str,text_contains_67
desc_df,2744,match_type,numeric_contains_67,str,text_contains_67
desc_df,2745,match_type,numeric_contains_67,str,text_contains_67
desc_df,2746,match_type,numeric_contains_67,str,text_contains_67
desc_df,2747,match_type,numeric_contains_67,str,text_contains_67
desc_df,2748,match_type,numeric_contains_67,str,text_contains_67
desc_df,2749,match_type,numeric_contains_67,str,text_contains_67
desc_df,2750,match_type,numeric_contains_67,str,text_contains_67
desc_df,2751,match_type,numeric_contains_67,str,text_contains_67
desc_df,2752,match_type,numeric_contains_67,str,text_contains_67
desc_df,2753,match_type,numeric_contains_67,str,text_contains_67
desc_df,2754,match_type,numeric_contains_67,str,text_contains_67
desc_df,2755,match_type,numeric_contains_67,str,text_contains_67
desc_df,2756,match_type,numeric_contains_67,str,text_contains_67
desc_df,2757,match_type,numeric_contains_67,str,text_contains_67
desc_df,2758,match_type,numeric_contains_67,str,text_contains_67
desc_df,2759,match_type,numeric_contains_67,str,text_contains_67
desc_df,2760,match_type,numeric_contains_67,str,text_contains_67
desc_df,2761,match_type,numeric_contains_67,str,text_contains_67
desc_df,2762,match_type,numeric_contains_67,str,text_contains_67
desc_df,2763,match_type,numeric_contains_67,str,text_contains_67
desc_df,2764,match_type,numeric_contains_67,str,text_contains_67
desc_df,2765,match_type,numeric_contains_67,str,text_contains_67
desc_df,2766,match_type,numeric_contains_67,str,text_contains_67
desc_df,2767,match_type,numeric_contains_67,str,text_contains_67
desc_df,2768,match_type,numeric_contains_67,str,text_contains_67
desc_df,2769,match_type,numeric_contains_67,str,text_contains_67
desc_df,2770,match_type,numeric_contains_67,str,text_contains_67
desc_df,2771,match_type,numeric_contains_67,str,text_contains_67
desc_df,2772,match_type,numeric_contains_67,str,text_contains_67
desc_df,2773,match_type,numeric_contains_67,str,text_contains_67
desc_df,2774,match_type,numeric_contains_67,str,text_contains_67
desc_df,2775,match_type,numeric_contains_67,str,text_contains_67
desc_df,2776,match_type,numeric_contains_67,str,text_contains_67
desc_df,2777,match_type,numeric_contains_67,str,text_contains_67
desc_df,2778,match_type,numeric_contains_67,str,text_contains_67
desc_df,2779,match_type,numeric_contains_67,str,text_contains_67
desc_df,2780,match_type,numeric_contains_67,str,text_contains_67
desc_df,2781,match_type,numeric_contains_67,str,text_contains_67
