Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
46,1125,Sales,Marketing,Female,Married,11563,Yes,1156.3
31,1274,Research & Development,Life Sciences,Male,Divorced,14394,No,0.0
33,1277,Research & Development,Medical,Male,Married,24619,Yes,0.0
33,587,Research & Development,Medical,Male,Divorced,6705,No,0.0
30,413,Sales,Marketing,Male,Single,18398,No,1839.8000000000002
35,1276,Research & Development,Life Sciences,Male,Married,14295,Yes,0.0
31,534,Research & Development,Life Sciences,Male,Married,22908,No,0.0
34,988,Human Resources,Human Resources,Female,Divorced,11533,Yes,0.0
42,1474,Research & Development,Other,Male,Married,9260,No,0.0
36,635,Sales,Medical,Male,Single,15318,No,1531.8000000000002
22,1368,Research & Development,Technical Degree,Male,Single,9129,No,0.0
48,163,Sales,Marketing,Female,Married,19658,No,1965.8000000000002
55,1117,Sales,Life Sciences,Female,Single,9873,No,987.3000000000001
41,267,Sales,Life Sciences,Male,Single,13430,No,1343.0
35,619,Sales,Marketing,Male,Married,18659,No,1865.9
40,302,Research & Development,Life Sciences,Female,Single,20364,No,0.0
39,443,Research & Development,Life Sciences,Female,Married,17872,No,0.0
31,828,Sales,Life Sciences,Male,Single,8346,Yes,834.6
42,319,Research & Development,Medical,Male,Married,6950,Yes,0.0
45,561,Sales,Other,Male,Married,16177,No,1617.7
26,426,Human Resources,Life Sciences,Female,Divorced,22808,Yes,0.0
29,232,Research & Development,Technical Degree,Male,Divorced,22645,No,0.0
33,922,Research & Development,Medical,Female,Divorced,22578,No,0.0
31,688,Sales,Life Sciences,Male,Divorced,25291,No,2529.1000000000004
18,1306,Sales,Marketing,Male,Single,8059,Yes,805.9000000000001
40,1094,Sales,Other,Male,Divorced,11373,No,1137.3
41,509,Research & Development,Other,Female,Single,2112,Yes,0.0
26,775,Sales,Medical,Male,Divorced,4267,No,426.70000000000005
35,195,Sales,Medical,Female,Single,6698,No,669.8000000000001
34,258,Sales,Life Sciences,Male,Single,19921,No,1992.1000000000001
26,471,Research & Development,Technical Degree,Male,Single,23213,Yes,0.0
37,799,Research & Development,Technical Degree,Female,Single,23848,No,0.0
46,1034,Research & Development,Medical,Female,Married,8984,No,0.0
41,1276,Sales,Life Sciences,Female,Married,5626,No,562.6
37,142,Sales,Medical,Male,Divorced,24666,No,2466.6000000000004
52,956,Research & Development,Technical Degree,Male,Divorced,22087,Yes,0.0
32,1474,Sales,Other,Male,Married,23914,No,2391.4
24,535,Sales,Medical,Male,Married,5530,No,553.0
38,1495,Research & Development,Medical,Female,Married,22174,No,0.0
37,446,Research & Development,Life Sciences,Female,Married,15701,No,0.0
49,1245,Research & Development,Life Sciences,Male,Divorced,2125,Yes,0.0
24,691,Research & Development,Medical,Male,Married,21630,Yes,0.0
26,703,Sales,Marketing,Male,Married,7428,No,742.8000000000001
24,823,Research & Development,Other,Male,Married,9100,No,0.0
50,1246,Human Resources,Medical,Male,Married,7999,No,0.0
25,622,Sales,Medical,Male,Married,26376,No,2637.6000000000004
24,1287,Research & Development,Life Sciences,Female,Married,14168,Yes,0.0
30,448,Sales,Life Sciences,Male,Married,14470,No,1447.0
34,254,Research & Development,Life Sciences,Male,Married,22794,Yes,0.0
31,1365,Sales,Medical,Male,Divorced,11512,No,1151.2
35,538,Research & Development,Other,Male,Single,14004,No,0.0
31,525,Sales,Medical,Male,Divorced,6219,No,621.9000000000001
27,798,Research & Development,Medical,Female,Divorced,5013,No,0.0
37,558,Sales,Marketing,Male,Married,3010,Yes,301.0
20,959,Research & Development,Life Sciences,Female,Single,11757,No,0.0
42,622,Research & Development,Life Sciences,Female,Married,5718,No,0.0
43,782,Research & Development,Other,Male,Divorced,2671,Yes,0.0
38,362,Research & Development,Life Sciences,Female,Single,14561,No,0.0
43,1001,Research & Development,Medical,Male,Divorced,19627,Yes,0.0
48,1236,Research & Development,Life Sciences,Female,Married,17997,No,0.0
44,1112,Human Resources,Life Sciences,Female,Single,26894,No,0.0
34,204,Sales,Technical Degree,Female,Divorced,2912,Yes,291.2
27,1420,Sales,Marketing,Male,Divorced,16346,No,1634.6000000000001
21,1343,Sales,Technical Degree,Male,Single,24444,No,2444.4
44,1315,Research & Development,Other,Male,Married,9358,Yes,0.0
22,604,Research & Development,Medical,Male,Married,12145,No,0.0
33,1216,Sales,Marketing,Male,Divorced,20431,No,2043.1000000000001
32,646,Research & Development,Life Sciences,Female,Married,18089,Yes,0.0
30,160,Research & Development,Medical,Female,Divorced,22653,No,0.0
53,238,Sales,Medical,Female,Single,7507,No,750.7
34,1397,Research & Development,Life Sciences,Male,Married,7660,No,0.0
45,306,Sales,Life Sciences,Female,Married,5630,No,563.0
26,991,Research & Development,Life Sciences,Female,Married,17759,Yes,0.0
37,482,Research & Development,Other,Male,Married,9606,No,0.0
29,1176,Sales,Medical,Female,Married,3487,No,348.70000000000005
35,1017,Research & Development,Life Sciences,Male,Single,19368,No,0.0
33,1296,Research & Development,Life Sciences,Male,Divorced,5335,No,0.0
54,397,Human Resources,Medical,Male,Married,6729,No,0.0
36,913,Research & Development,Medical,Male,Divorced,13934,Yes,0.0
27,1115,Research & Development,Medical,Male,Single,15174,No,0.0
20,1362,Research & Development,Medical,Male,Single,26999,Yes,0.0
33,1076,Research & Development,Life Sciences,Male,Single,3164,Yes,0.0
35,727,Research & Development,Life Sciences,Male,Married,16900,No,0.0
23,885,Research & Development,Medical,Male,Married,8544,No,0.0
25,810,Sales,Life Sciences,Male,Married,15678,No,1567.8000000000002
38,243,Sales,Marketing,Female,Single,7791,No,779.1
29,806,Research & Development,Life Sciences,Male,Divorced,18959,No,0.0
48,817,Sales,Marketing,Male,Married,18597,No,1859.7
27,1410,Sales,Medical,Female,Divorced,16673,Yes,1667.3000000000002
37,1225,Research & Development,Life Sciences,Male,Single,15232,No,0.0
50,1207,Research & Development,Medical,Male,Married,3297,Yes,0.0
34,1442,Research & Development,Medical,Female,Single,17654,No,0.0
24,693,Sales,Life Sciences,Female,Single,24785,No,2478.5
39,408,Research & Development,Technical Degree,Female,Single,20978,No,0.0
32,929,Sales,Marketing,Male,Single,21703,No,2170.3
50,562,Sales,Technical Degree,Male,Married,23452,Yes,2345.2000000000003
38,827,Research & Development,Life Sciences,Female,Single,19383,No,0.0
27,608,Research & Development,Life Sciences,Female,Married,6009,No,0.0
32,1018,Research & Development,Life Sciences,Female,Single,19373,No,0.0
47,703,Sales,Marketing,Male,Single,11825,No,1182.5
40,580,Sales,Life Sciences,Male,Married,23772,Yes,2377.2000000000003
53,970,Research & Development,Life Sciences,Male,Married,13514,No,0.0
41,427,Human Resources,Human Resources,Male,Divorced,8861,No,0.0
60,1179,Sales,Marketing,Male,Single,11924,No,1192.4
27,294,Research & Development,Life Sciences,Male,Divorced,4809,No,0.0
41,314,Human Resources,Human Resources,Male,Married,19562,No,0.0
50,316,Sales,Marketing,Male,Married,9983,No,998.3000000000001
28,654,Research & Development,Life Sciences,Female,Single,3872,Yes,0.0
36,427,Research & Development,Life Sciences,Female,Married,20335,No,0.0
38,168,Research & Development,Life Sciences,Female,Single,15397,Yes,0.0
44,381,Research & Development,Medical,Male,Single,2104,No,0.0
47,217,Sales,Medical,Female,Divorced,10225,Yes,1022.5
30,501,Sales,Marketing,Male,Divorced,25275,No,2527.5
29,1396,Sales,Life Sciences,Male,Single,2755,No,275.5
42,933,Research & Development,Medical,Male,Divorced,20366,Yes,0.0
43,775,Sales,Life Sciences,Male,Married,23683,No,2368.3
34,970,Research & Development,Medical,Female,Single,7360,No,0.0
23,650,Research & Development,Medical,Male,Married,4344,No,0.0
39,141,Human Resources,Human Resources,Female,Married,18767,No,0.0
56,832,Research & Development,Medical,Male,Married,20420,No,0.0
40,804,Research & Development,Medical,Female,Single,22929,Yes,0.0
27,975,Research & Development,Medical,Female,Single,23398,No,0.0
29,1090,Sales,Marketing,Male,Divorced,17967,No,1796.7
53,346,Research & Development,Life Sciences,Male,Single,10919,No,0.0
35,1225,Research & Development,Life Sciences,Female,Divorced,4761,No,0.0
32,430,Research & Development,Life Sciences,Male,Married,21146,No,0.0
38,268,Research & Development,Medical,Male,Married,20471,Yes,0.0
34,167,Research & Development,Life Sciences,Female,Divorced,4187,No,0.0
52,621,Sales,Marketing,Male,Married,10084,No,1008.4000000000001
33,527,Research & Development,Other,Male,Single,5207,Yes,0.0
25,883,Sales,Medical,Female,Single,22807,No,2280.7000000000003
45,954,Sales,Technical Degree,Male,Single,12388,No,1238.8000000000002
23,310,Research & Development,Medical,Male,Single,19630,No,0.0
47,719,Sales,Life Sciences,Female,Single,10339,Yes,1033.9
34,304,Sales,Other,Male,Single,18686,No,1868.6000000000001
55,725,Research & Development,Medical,Male,Married,21199,Yes,0.0
36,1434,Sales,Life Sciences,Male,Single,14229,No,1422.9
52,715,Research & Development,Medical,Male,Married,26589,No,0.0
26,575,Research & Development,Life Sciences,Female,Divorced,5288,No,0.0
29,657,Research & Development,Medical,Female,Married,25549,No,0.0
26,1146,Sales,Technical Degree,Male,Single,3064,No,306.40000000000003
34,182,Research & Development,Life Sciences,Female,Single,13551,No,0.0
54,376,Research & Development,Medical,Female,Divorced,22670,Yes,0.0
27,829,Sales,Marketing,Male,Married,24008,No,2400.8
37,571,Research & Development,Life Sciences,Female,Divorced,19905,Yes,0.0
38,240,Research & Development,Life Sciences,Female,Single,26085,Yes,0.0
34,121,Research & Development,Medical,Female,Single,7530,No,0.0
35,384,Sales,Life Sciences,Female,Married,20317,No,2031.7
30,921,Research & Development,Life Sciences,Male,Married,24375,No,0.0
40,791,Research & Development,Medical,Female,Married,9931,No,0.0
34,1111,Sales,Life Sciences,Female,Married,13305,No,1330.5
42,570,Research & Development,Life Sciences,Male,Divorced,16225,No,0.0
23,1243,Research & Development,Life Sciences,Male,Married,3445,Yes,0.0
24,1092,Research & Development,Life Sciences,Male,Divorced,26551,No,0.0
52,1325,Research & Development,Life Sciences,Female,Married,21821,No,0.0
50,691,Research & Development,Medical,Male,Married,6881,No,0.0
29,805,Research & Development,Life Sciences,Female,Married,6689,Yes,0.0
33,213,Research & Development,Medical,Male,Married,25995,No,0.0
33,118,Sales,Marketing,Female,Single,26507,No,2650.7000000000003
47,202,Research & Development,Other,Female,Married,12982,Yes,0.0
36,676,Research & Development,Other,Female,Married,23361,No,0.0
29,1252,Research & Development,Life Sciences,Male,Married,23779,No,0.0
58,286,Research & Development,Life Sciences,Male,Single,25761,Yes,0.0
35,1258,Research & Development,Life Sciences,Female,Single,13301,No,0.0
42,932,Research & Development,Life Sciences,Female,Married,4051,Yes,0.0
28,890,Research & Development,Medical,Male,Single,16374,No,0.0
36,1041,Human Resources,Human Resources,Male,Married,25527,No,0.0
32,859,Research & Development,Life Sciences,Female,Married,19124,No,0.0
40,720,Research & Development,Medical,Male,Single,11983,No,0.0
30,946,Research & Development,Medical,Female,Single,20234,Yes,0.0
45,252,Research & Development,Life Sciences,Female,Single,6153,No,0.0
42,933,Research & Development,Life Sciences,Male,Married,11806,No,0.0
38,471,Research & Development,Life Sciences,Male,Divorced,4284,No,0.0
34,702,Research & Development,Life Sciences,Female,Single,8306,No,0.0
49,1184,Sales,Marketing,Female,Married,5860,No,586.0
55,436,Sales,Medical,Male,Single,21519,No,2151.9
43,589,Research & Development,Life Sciences,Male,Married,5200,No,0.0
27,269,Research & Development,Technical Degree,Male,Divorced,8842,Yes,0.0
35,950,Research & Development,Other,Male,Single,18869,No,0.0
28,760,Sales,Marketing,Female,Married,3698,Yes,369.8
34,829,Human Resources,Human Resources,Male,Married,2243,No,0.0
26,887,Research & Development,Medical,Female,Married,20898,Yes,0.0
27,443,Research & Development,Medical,Male,Married,16571,No,0.0
51,1318,Sales,Marketing,Female,Married,5594,No,559.4
44,625,Research & Development,Medical,Male,Single,5197,No,0.0
25,180,Research & Development,Medical,Male,Single,21632,No,0.0
33,586,Sales,Medical,Male,Divorced,21816,No,2181.6
35,1343,Research & Development,Medical,Female,Single,17852,No,0.0
36,928,Sales,Life Sciences,Male,Married,2823,Yes,282.3
32,117,Sales,Life Sciences,Male,Divorced,9250,No,925.0
30,1012,Research & Development,Life Sciences,Male,Divorced,2373,No,0.0
53,661,Sales,Marketing,Female,Married,20715,Yes,2071.5
45,930,Sales,Marketing,Male,Divorced,19239,Yes,1923.9
32,638,Research & Development,Medical,Female,Married,22162,No,0.0
52,890,Research & Development,Medical,Female,Married,19028,No,0.0
37,342,Sales,Marketing,Male,Divorced,24558,No,2455.8
28,1169,Human Resources,Medical,Male,Divorced,23965,No,0.0
22,1230,Research & Development,Life Sciences,Male,Married,19146,No,0.0
44,986,Research & Development,Life Sciences,Male,Married,5044,Yes,0.0
42,1271,Research & Development,Medical,Male,Single,9068,Yes,0.0
36,1278,Human Resources,Life Sciences,Male,Married,8635,No,0.0
25,141,Sales,Other,Male,Married,14363,Yes,1436.3000000000002
35,607,Research & Development,Life Sciences,Female,Married,23457,Yes,0.0
35,130,Research & Development,Life Sciences,Female,Divorced,16612,Yes,0.0
32,300,Research & Development,Life Sciences,Male,Divorced,9148,No,0.0
25,583,Sales,Marketing,Male,Married,18154,No,1815.4
49,1418,Research & Development,Technical Degree,Female,Married,10554,No,0.0
24,1269,Research & Development,Life Sciences,Male,Married,10778,No,0.0
32,379,Sales,Life Sciences,Male,Married,8891,No,889.1
38,395,Sales,Marketing,Male,Married,12102,No,1210.2
42,1265,Research & Development,Life Sciences,Female,Married,23726,Yes,0.0
31,1222,Research & Development,Life Sciences,Male,Married,14871,Yes,0.0
29,341,Sales,Medical,Female,Divorced,23522,Yes,2352.2000000000003
53,868,Sales,Marketing,Male,Married,22789,No,2278.9
35,672,Research & Development,Technical Degree,Male,Married,9129,No,0.0
37,1231,Sales,Medical,Female,Married,21222,No,2122.2000000000003
53,102,Research & Development,Life Sciences,Female,Single,20206,No,0.0
43,422,Research & Development,Life Sciences,Female,Married,21782,No,0.0
47,249,Sales,Marketing,Female,Married,17783,Yes,1778.3000000000002
37,1252,Sales,Medical,Male,Single,4814,Yes,481.40000000000003
50,881,Research & Development,Life Sciences,Male,Divorced,4544,No,0.0
39,1383,Human Resources,Life Sciences,Female,Married,7790,No,0.0
33,1075,Human Resources,Human Resources,Male,Divorced,22650,Yes,0.0
32,374,Research & Development,Life Sciences,Male,Single,18016,Yes,0.0
29,1086,Research & Development,Medical,Female,Divorced,6054,No,0.0
44,661,Research & Development,Life Sciences,Male,Married,7508,Yes,0.0
28,821,Sales,Medical,Male,Single,24252,No,2425.2000000000003
58,781,Research & Development,Life Sciences,Male,Divorced,13384,Yes,0.0
43,177,Research & Development,Life Sciences,Female,Divorced,23814,No,0.0
20,500,Sales,Medical,Female,Single,22052,No,2205.2000000000003
21,1427,Research & Development,Other,Female,Single,8870,No,0.0
36,1425,Research & Development,Life Sciences,Male,Married,4821,Yes,0.0
47,1454,Sales,Life Sciences,Female,Single,13137,Yes,1313.7
22,617,Research & Development,Life Sciences,Female,Married,10022,Yes,0.0
41,1085,Research & Development,Life Sciences,Female,Divorced,17725,Yes,0.0
28,995,Research & Development,Medical,Female,Divorced,9834,No,0.0
39,1122,Research & Development,Medical,Male,Married,4303,Yes,0.0
27,618,Research & Development,Life Sciences,Female,Single,17808,No,0.0
34,546,Research & Development,Life Sciences,Male,Divorced,6896,No,0.0
42,462,Sales,Medical,Female,Single,7824,No,782.4000000000001
33,1198,Research & Development,Other,Male,Single,3339,Yes,0.0
58,1272,Research & Development,Technical Degree,Female,Divorced,9255,Yes,0.0
31,154,Sales,Life Sciences,Male,Married,11737,No,1173.7
35,1137,Research & Development,Life Sciences,Female,Married,19170,Yes,0.0
49,527,Research & Development,Other,Female,Married,22477,No,0.0
48,1469,Research & Development,Medical,Male,Married,5543,No,0.0
31,1188,Sales,Marketing,Female,Married,24406,No,2440.6
36,188,Research & Development,Other,Male,Single,23293,No,0.0
38,1333,Research & Development,Technical Degree,Female,Married,16292,No,0.0
32,1184,Research & Development,Life Sciences,Female,Married,3974,No,0.0
25,867,Sales,Marketing,Male,Married,18798,Yes,1879.8000000000002
40,658,Sales,Marketing,Male,Divorced,20652,No,2065.2000000000003
26,1283,Sales,Medical,Male,Single,11148,No,1114.8
41,263,Research & Development,Medical,Male,Single,3119,Yes,0.0
36,938,Research & Development,Medical,Male,Single,12287,No,0.0
19,419,Sales,Other,Male,Single,9947,Yes,994.7
20,129,Research & Development,Technical Degree,Male,Single,13008,No,0.0
31,616,Research & Development,Medical,Female,Married,17369,Yes,0.0
40,1469,Research & Development,Medical,Male,Divorced,25063,Yes,0.0
32,498,Research & Development,Medical,Female,Married,13554,No,0.0
36,530,Sales,Life Sciences,Male,Married,5518,Yes,551.8000000000001
33,1069,Research & Development,Life Sciences,Female,Single,12291,No,0.0
37,625,Sales,Life Sciences,Male,Married,14922,No,1492.2
45,805,Research & Development,Life Sciences,Male,Married,23163,No,0.0
29,1404,Sales,Technical Degree,Female,Married,18203,No,1820.3000000000002
35,1219,Sales,Medical,Female,Married,6179,No,617.9000000000001
52,1053,Research & Development,Life Sciences,Male,Married,13829,No,0.0
58,289,Research & Development,Technical Degree,Male,Single,26227,No,0.0
53,1376,Sales,Medical,Male,Divorced,13938,No,1393.8000000000002
30,231,Sales,Other,Male,Divorced,9977,No,997.7
38,152,Sales,Technical Degree,Female,Single,19899,Yes,1989.9
35,882,Sales,Life Sciences,Male,Divorced,6812,No,681.2
39,903,Sales,Life Sciences,Male,Single,2560,No,256.0
40,1479,Sales,Life Sciences,Female,Single,17071,Yes,1707.1000000000001
47,1379,Research & Development,Medical,Male,Divorced,6759,Yes,0.0
36,1229,Sales,Technical Degree,Male,Divorced,25952,No,2595.2000000000003
31,335,Research & Development,Medical,Male,Single,10322,Yes,0.0
33,722,Sales,Life Sciences,Male,Single,20489,No,2048.9
29,906,Research & Development,Life Sciences,Female,Single,11479,Yes,0.0
33,461,Research & Development,Life Sciences,Female,Single,17241,No,0.0
45,974,Research & Development,Medical,Female,Divorced,11005,No,0.0
50,1126,Research & Development,Medical,Male,Divorced,6615,No,0.0
33,827,Research & Development,Other,Female,Married,20161,Yes,0.0
41,840,Research & Development,Medical,Male,Divorced,3735,No,0.0
27,1134,Research & Development,Technical Degree,Female,Married,12086,No,0.0
45,248,Research & Development,Life Sciences,Male,Married,14039,Yes,0.0
47,955,Sales,Life Sciences,Female,Single,8571,Yes,857.1
30,138,Research & Development,Life Sciences,Female,Married,11539,Yes,0.0
50,939,Research & Development,Life Sciences,Male,Married,4161,Yes,0.0
38,1391,Research & Development,Medical,Male,Married,12127,No,0.0
46,566,Research & Development,Medical,Male,Divorced,24208,No,0.0
24,1206,Research & Development,Medical,Female,Divorced,24117,No,0.0
35,622,Research & Development,Other,Male,Divorced,10074,Yes,0.0
31,853,Research & Development,Life Sciences,Female,Married,11275,No,0.0
18,287,Research & Development,Life Sciences,Male,Single,13493,No,0.0
54,1441,Research & Development,Technical Degree,Female,Married,13943,No,0.0
35,583,Research & Development,Medical,Female,Divorced,6975,Yes,0.0
30,153,Research & Development,Life Sciences,Female,Married,17802,Yes,0.0
20,1097,Research & Development,Medical,Female,Single,18275,Yes,0.0
30,109,Research & Development,Medical,Female,Single,25725,No,0.0
26,1066,Research & Development,Medical,Male,Married,3334,No,0.0
22,217,Research & Development,Life Sciences,Male,Married,6881,No,0.0
48,277,Research & Development,Life Sciences,Male,Single,13119,No,0.0
48,1355,Research & Development,Life Sciences,Male,Single,22245,No,0.0
41,549,Research & Development,Medical,Female,Single,23371,No,0.0
39,466,Research & Development,Life Sciences,Female,Married,7060,No,0.0
27,1055,Research & Development,Life Sciences,Female,Married,4658,No,0.0
35,802,Research & Development,Other,Male,Divorced,9541,No,0.0
42,265,Sales,Marketing,Male,Married,7770,No,777.0
50,804,Research & Development,Life Sciences,Male,Married,20165,No,0.0
59,715,Research & Development,Life Sciences,Female,Single,21829,Yes,0.0
37,1141,Research & Development,Medical,Female,Married,14382,No,0.0
55,135,Research & Development,Medical,Male,Married,12992,Yes,0.0
41,247,Research & Development,Life Sciences,Female,Divorced,20284,No,0.0
38,1035,Sales,Life Sciences,Male,Single,4981,Yes,498.1
26,265,Sales,Medical,Male,Single,21813,No,2181.3
52,266,Sales,Marketing,Female,Married,25846,No,2584.6000000000004
44,1448,Sales,Medical,Female,Married,11737,Yes,1173.7
50,145,Sales,Life Sciences,Female,Married,24920,No,2492.0
36,885,Research & Development,Life Sciences,Female,Single,8269,No,0.0
39,945,Research & Development,Medical,Female,Single,5083,Yes,0.0
33,1038,Sales,Life Sciences,Female,Single,21437,No,2143.7000000000003
45,1234,Sales,Life Sciences,Female,Married,5404,No,540.4
32,1109,Research & Development,Medical,Female,Single,11135,No,0.0
34,216,Sales,Marketing,Male,Divorced,12278,No,1227.8
59,1089,Sales,Technical Degree,Male,Married,11038,Yes,1103.8
45,788,Human Resources,Medical,Male,Single,8318,No,0.0
53,124,Sales,Marketing,Female,Married,23537,No,2353.7000000000003
36,660,Research & Development,Other,Male,Divorced,7858,No,0.0
26,342,Research & Development,Life Sciences,Male,Married,15346,Yes,0.0
34,1333,Sales,Life Sciences,Female,Married,18410,Yes,1841.0
28,1144,Sales,Medical,Male,Married,23384,No,2338.4
38,1186,Research & Development,Other,Male,Married,2997,No,0.0
50,1464,Research & Development,Medical,Male,Married,12853,Yes,0.0
37,124,Research & Development,Other,Female,Single,13848,No,0.0
40,300,Sales,Marketing,Male,Married,22217,No,2221.7000000000003
26,921,Research & Development,Medical,Female,Divorced,25265,No,0.0
46,430,Research & Development,Medical,Male,Divorced,21445,No,0.0
54,1082,Sales,Life Sciences,Female,Married,8392,No,839.2
56,1240,Research & Development,Medical,Female,Married,12154,No,0.0
36,796,Research & Development,Medical,Female,Single,15669,No,0.0
55,444,Research & Development,Medical,Male,Single,17323,No,0.0
43,415,Sales,Medical,Male,Divorced,5268,No,526.8000000000001
20,769,Sales,Marketing,Female,Single,17205,Yes,1720.5
21,1334,Research & Development,Life Sciences,Female,Single,17258,No,0.0
46,1003,Research & Development,Life Sciences,Female,Divorced,21029,Yes,0.0
51,1323,Research & Development,Life Sciences,Male,Married,10332,Yes,0.0
28,1366,Research & Development,Technical Degree,Male,Single,12355,No,0.0
26,192,Research & Development,Medical,Male,Married,11141,No,0.0
30,1176,Research & Development,Other,Male,Married,9096,No,0.0
41,509,Research & Development,Technical Degree,Female,Married,18863,No,0.0
38,330,Research & Development,Life Sciences,Female,Married,24608,No,0.0
40,1492,Research & Development,Technical Degree,Male,Married,26542,No,0.0
27,1277,Research & Development,Life Sciences,Male,Married,5869,No,0.0
55,1091,Research & Development,Life Sciences,Male,Married,15813,No,0.0
28,857,Research & Development,Other,Female,Single,7909,No,0.0
44,1376,Human Resources,Medical,Male,Married,2326,No,0.0
33,654,Research & Development,Life Sciences,Male,Divorced,21214,No,0.0
35,1204,Sales,Technical Degree,Male,Single,10333,Yes,1033.3
33,827,Research & Development,Medical,Female,Single,3129,No,0.0
28,895,Research & Development,Life Sciences,Male,Divorced,22482,No,0.0
34,618,Research & Development,Life Sciences,Male,Single,22266,No,0.0
37,309,Sales,Life Sciences,Female,Divorced,24223,Yes,2422.3
25,1219,Research & Development,Technical Degree,Male,Married,4605,Yes,0.0
26,1330,Research & Development,Medical,Male,Divorced,19373,No,0.0
33,1017,Research & Development,Medical,Male,Single,2993,Yes,0.0
42,469,Research & Development,Medical,Male,Married,14399,No,0.0
28,1009,Research & Development,Medical,Male,Divorced,7160,No,0.0
50,959,Sales,Other,Male,Single,17251,Yes,1725.1000000000001
33,970,Sales,Life Sciences,Female,Married,13401,No,1340.1000000000001
34,697,Research & Development,Life Sciences,Male,Married,22478,No,0.0
48,1262,Research & Development,Medical,Male,Single,16154,No,0.0
45,1050,Sales,Life Sciences,Female,Married,17970,No,1797.0
52,994,Research & Development,Life Sciences,Male,Single,15322,No,0.0
38,770,Sales,Marketing,Male,Divorced,5569,Yes,556.9
29,1107,Research & Development,Life Sciences,Female,Divorced,26968,No,0.0
28,950,Research & Development,Medical,Female,Divorced,8039,No,0.0
46,406,Sales,Marketing,Male,Married,15596,No,1559.6000000000001
38,130,Sales,Marketing,Male,Single,20619,No,2061.9
43,1082,Research & Development,Life Sciences,Female,Married,11535,No,0.0
39,203,Research & Development,Life Sciences,Male,Divorced,13547,No,0.0
40,1308,Research & Development,Medical,Male,Single,17544,No,0.0
21,984,Research & Development,Technical Degree,Female,Single,25326,Yes,0.0
39,439,Research & Development,Life Sciences,Male,Single,8770,No,0.0
36,217,Research & Development,Life Sciences,Male,Single,23238,No,0.0
31,793,Sales,Life Sciences,Male,Married,21981,No,2198.1
28,1451,Research & Development,Life Sciences,Male,Married,19911,No,0.0
35,1182,Sales,Marketing,Male,Divorced,18500,No,1850.0
49,174,Sales,Technical Degree,Male,Married,11879,No,1187.9
34,1003,Research & Development,Life Sciences,Male,Single,15834,No,0.0
29,490,Research & Development,Life Sciences,Female,Divorced,17940,No,0.0
42,188,Research & Development,Medical,Male,Single,9558,No,0.0
29,718,Research & Development,Medical,Male,Married,17689,Yes,0.0
38,433,Human Resources,Human Resources,Male,Married,6004,No,0.0
28,773,Research & Development,Life Sciences,Male,Divorced,22088,Yes,0.0
18,247,Research & Development,Medical,Male,Single,13556,No,0.0
33,603,Sales,Marketing,Female,Single,18385,Yes,1838.5
41,167,Research & Development,Life Sciences,Male,Married,9051,Yes,0.0
31,874,Research & Development,Medical,Male,Married,6233,No,0.0
37,367,Research & Development,Medical,Female,Divorced,17171,No,0.0
27,199,Research & Development,Life Sciences,Male,Married,7950,No,0.0
34,1400,Sales,Life Sciences,Female,Married,5829,No,582.9
35,528,Human Resources,Technical Degree,Male,Single,7108,No,0.0
29,408,Sales,Life Sciences,Female,Married,11162,No,1116.2
40,593,Research & Development,Medical,Female,Single,13782,No,0.0
42,481,Sales,Life Sciences,Male,Single,2447,Yes,244.70000000000002
42,647,Sales,Marketing,Male,Single,2253,No,225.3
35,982,Research & Development,Medical,Male,Married,16340,No,0.0
24,477,Research & Development,Medical,Male,Single,6409,No,0.0
28,1485,Research & Development,Life Sciences,Female,Married,22955,Yes,0.0
26,1384,Research & Development,Medical,Male,Married,13421,No,0.0
30,852,Sales,Marketing,Male,Married,2706,No,270.6
40,902,Research & Development,Medical,Female,Married,21203,Yes,0.0
35,819,Research & Development,Life Sciences,Male,Divorced,19588,No,0.0
34,669,Research & Development,Medical,Male,Single,25755,No,0.0
35,636,Research & Development,Other,Male,Married,26537,No,0.0
43,1372,Sales,Marketing,Female,Single,9489,No,948.9000000000001
32,862,Sales,Life Sciences,Female,Divorced,14947,No,1494.7
56,718,Research & Development,Technical Degree,Female,Divorced,18575,No,0.0
29,1401,Research & Development,Medical,Female,Married,26342,No,0.0
19,645,Research & Development,Life Sciences,Male,Single,7172,No,0.0
45,1457,Research & Development,Medical,Female,Married,20100,Yes,0.0
37,977,Research & Development,Life Sciences,Female,Married,9961,No,0.0
20,805,Research & Development,Life Sciences,Male,Single,12828,No,0.0
44,1097,Research & Development,Life Sciences,Male,Single,10826,Yes,0.0
53,1223,Research & Development,Medical,Female,Divorced,18640,No,0.0
29,942,Research & Development,Life Sciences,Female,Married,26933,Yes,0.0
22,1256,Research & Development,Life Sciences,Male,Married,4223,Yes,0.0
46,1402,Sales,Marketing,Female,Married,24097,No,2409.7000000000003
44,111,Research & Development,Life Sciences,Male,Single,4279,No,0.0
33,147,Human Resources,Human Resources,Male,Married,8429,No,0.0
41,906,Research & Development,Life Sciences,Male,Divorced,20293,No,0.0
30,1329,Sales,Life Sciences,Male,Divorced,13192,No,1319.2
40,1184,Sales,Medical,Male,Married,25440,No,2544.0
50,1421,Research & Development,Medical,Female,Married,9490,No,0.0
28,1179,Research & Development,Medical,Male,Married,12449,No,0.0
